title,company,link,description,location,date_added,job_type,salary,apply_text,status,date_posted
AI/Machine Learning Engineer,Raas Infotek LLC,https://www.dice.com/job-detail/1b22b51b-61bd-4189-9830-0013eed63693,"AI/Machine Learning Engineer Location: On-site Atlanta, GA Duration: 6-month contract with potential for extension Seeking a highly experienced AI/Machine Learning Engineer to lead the design, development, and deployment of AI-powered applications. This role is ideal for a seasoned professional with a strong background in AI/ML, cloud architecture, and full-stack development. You will play a key role in shaping intelligent solutions using cutting-edge technologies such as Azure Open AI (GPT mode","Atlanta, Georgia",2025-05-24 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,Yesterday
Data Scientist,Random Trees,https://www.dice.com/job-detail/1838efee-15a0-4c69-8e7a-461ca9c9d2a7,Job Description. Building AI models for analyzing Oscillation Frequency Real-time analytics & dashboarding for operational insights and predictive maintenance Custom IoT solutions leveraging edge compute and cloud services.,Remote,2025-05-23 00:00:00,"Third Party, Contract",Up to $70,Easy Apply,Applied,2d ago
Senior Data Scientist AI/ML & Generative AI,Pioneer IT Systems LLC,https://www.dice.com/job-detail/2bb89a85-0837-48ee-a999-97d64d56540d,"Title - Senior Data Scientist AI/MLLocation: 100% Fully Remote Duration - Long term contract Role Overview We re seeking a highly experienced Data Scientist with deep expertise in AI/ML, RAAG (Retrieval-Augmented Generation), and GenAI, who thrives on solving complex problems and creating transformative solutions in a collaborative and mission-driven environment.This is a fully remote position Key Responsibilities Lead and deliver advanced AI/ML models, with a focus on scalable solutions for re",Remote,2025-05-24 00:00:00,"Contract, Third Party",$50 - $60,Easy Apply,Applied,2d ago
Data Engineer with SQL TSQL Azure SQL Azure Data Factory,Corporate Biz Solutions Inc,https://www.dice.com/job-detail/44b0688c-291b-4155-834d-2c6ba6b2c9ba,Data Engineer with SQL TSQL Azure SQL Azure Data FactoryLocation RemoteDuration:- Contract JD:-SQL TSQL Azure SQL AdvancedAzure Data Factory AdvancedPython experience with Pandas and numpy AdvancedDataBricks IntermediatePowerBi IntermediateAdditional in order of priorityFunction App IntermediateLogic App IntermediateAzure ML Basic We are an Equal Opportunity Employer. Thanks! Ronalyn,Remote,2025-05-24 00:00:00,"Contract, Third Party",Depends on Experience,Easy Apply,Applied,Yesterday
Data Engineer,Mindlance,https://www.dice.com/job-detail/083943f8-b58b-457a-a4e9-d90978083fe7,"Note: Handover optimization, network simulator (eg ns3, OMNeT++, OPNET, etc) experience.Applicant must have Telecom knowledge or Experience Including 4G & 5G Tech.Job Description: The Systems Engineering organization provides end-to-end detailed engineering, modeling, and analysis of wireless networks and assists other Engineering teams in the development, deployment, and troubleshooting of complex systems. An important aspect of our work is the development of data-driven models. We are looking","Hybrid in Richardson, Texas",2025-05-24 00:00:00,Contract,$65 - $70,Easy Apply,Applied,3d ago
Lead/Senior Full Stack Engineer (Node & React) with AI/ML,"iSpace, Inc",https://www.dice.com/job-detail/c1251fc6-d644-4740-a4ae-3fd0e9f61f16,"Only on W2, NO C2C/1099 Title: Lead Full Stack Engineer (Node & React) with AI/ML Position type: 12+ Months contract to start (could go for over 1-2 years) Location: Remote Top Skills: Node. JS, React, State Management, MySQL, AWS, Docker, Kubernetes, Open AI/Chat GPT, lead experience with both onshore and offshore. Qualifications: 7+ years of experience building complex web applications.Solid work experience using component-based development on the client side.Proficiency with front-end techn",Remote,2025-05-16,Contract,$70 - $80,Easy Apply,Applied,Today
Hybrid: AI Engineer with Azure AI Document,KE Staffing,https://www.dice.com/job-detail/e2e6b455-d459-4882-9e94-9d263f502281,"Job Requirements: Degree in Computer Science and/or equivalent technical education and experience. Minimum seven years of experience designing and developing high performing and secure Applications. Experience with Optical Character Recognition (OCR), ie. FIS FormWorks, Mavro, OPEX, impira, etc. Expertise in OCR editor configuration and batch support. Expertise in Azure AI Doc Intelligence Experience in building and maintaining DEVOPS GHEC Pipelines Experience in configuring Observability platfo","Hybrid in Alpharetta, Georgia",2025-05-19 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,Today
AI/ML Solutions Architect,"Innova Solutions, Inc",https://www.dice.com/job-detail/54a1b639-0768-42c2-a67a-d9301ae047be,"A client of Innova Solutions is immediately hiring for an AI/ML Solutions Architect Position type: Full Time Contract Duration: 12 Months Location: Plano, TX or Reston, VA As an AI/ML Solutions Architect, you will: Leading architectural decisions for the Cloud, and Data Enterprise Portfolios.Must have a deep understanding of technical architecture and have implemented AI/ML solutions in a cloud environmentKnowledge of industry best practices around enterprise AI/ML adoption, security, architectu","Hybrid in Reston, Virginia",2025-05-22 00:00:00,Contract,$100 - $105,Easy Apply,Applied,Yesterday
MLOps Engineer,Digitive LLC,https://www.dice.com/job-detail/5a704bef-9c61-4d66-804b-aa934715ee02,"MLOps Engineer AWS DevOps Pay - $62/hr on C2C Onsite - New York, NY What are the top skills required for this role? 1. AI/ML Knowledge 2. Python 3. AWS services (SageMaker, Bedrock, Step function, EKS, Lambda, Database) 4. Terraform & IaC Job Description/ Responsibilities Technical Skills: Proficiency in MLOps and DevOps with AWS cloud knowledge, including strong IaC and Terraform knowledge. Good exposure in AWS services like (SageMaker, Bedrock, Step function, EKS, Lambda, Database and etc) IaC","New York, New York",2025-05-16 00:00:00,"Third Party, Contract",Depends on Experience,Easy Apply,Applied,Today
Data Engineer,"E-Solutions, Inc.",https://www.dice.com/job-detail/14aeff60-b939-451f-9ccb-57e903c36551,"Role: Data Engineer Location: San Jose, CA (Onsite) Job description: We are looking for professional, motivated, and detail-oriented individuals to work with the Dialer Machine Learning Team. Minimum Qualifications Bachelor's degree in computer science or a related field Proven experience as a Data Engineer or in a similar role Proficiency in data manipulation and analysis using tools for SQL, Python Proficiency in Python Experienced in collaborating with Machine Learning teams to provide them","San Jose, California",2025-05-22 00:00:00,"Third Party, Contract",,Easy Apply,Applied,Today
AI/ML Engineer,Kanini,https://www.dice.com/job-detail/2056fcd3-b6d0-4cd8-b343-baa6e025104b,"Title : AI/Ml Engineer Location : Nashville TN Onsite Duration Long Term Job Overview: We are looking for a skilled AI/ML Engineer with expertise in Databricks, Azure, OpenAPI, MLOps, and Prompt Engineering to develop, deploy, and optimize machine learning models. The ideal candidate will have experience in building AI-driven applications, working with large datasets, and implementing scalable ML solutions in cloud environments. Key Responsibilities: Design, develop, and deploy AI/ML models on","Nashville, Tennessee",2025-05-21 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,Yesterday
Data Analyst - ONSITE,"Chandra Technologies, Inc.",https://www.dice.com/job-detail/ab03afa5-6db0-41d0-9e13-fe6d8c202eb6,"Job Description: Crop to Crop resumes are accepted The Data Analyst will play a key role in supporting audit activities by collecting, processing, and analyzing data from various state agencies. The ideal candidate will possess strong analytical skills, attention to detail, and experience with analytics tools and common coding languages.This role involves working closely with auditors, investigators, and state agencies to provide actionable insights that drive decision-making. Key Responsibiliti","Raleigh, North Carolina",2025-05-22 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,Yesterday
AI/ML Subject Matter Expert (SME),Ryantech,https://www.dice.com/job-detail/93493129-d97b-4327-ad40-bdc486820af5,"Job Title: AI/ML Subject Matter Expert (SME)Location: APG, MD 21005Number of Positions: 2Experience Required: Minimum 15 Years Position Overview:We are looking for highly experienced and innovative AI/ML Subject Matter Experts (SMEs) to lead critical AI/ML initiatives in a secure, mission-critical environment. The ideal candidates will bring deep hands-on experience in model development, advanced research, and deployment, with a focus on working in controlled and secured ecosystems. Key Responsi","Aberdeen Proving Ground, Maryland",2025-05-22 00:00:00,Contract,$70 - $80,Easy Apply,Applied,2d ago
AI/ML Engineer,"Digipulse Technologies, Inc",https://www.dice.com/job-detail/5a3b95e5-df2e-45b3-9c86-d9d61cdec052,"Digipulse Technologies, Inc (DTI) is a software solutions company offering focused IT services to fortune 1000 clients. We provide services in enterprise application development, system integration & support services for Insurance, Financial, Hospitality, Telecommunication, Pharmaceutical & Banking sectors. Required Skills: -Python software development -Packaging and containerizing using CI/CD technology (jenkins docker terraform etc) -Experience building (Rest, Flask, or FastAPI) APIs The Exper","Hybrid in Jersey City, New Jersey",2025-05-18 00:00:00,Contract,Depends on Experience,Easy Apply,Applied,3d ago
AI/ML Architect,Key Infotek LLC,https://www.dice.com/job-detail/7aa091bb-42ec-49e2-93fa-fcdc708a2bdf,"Job Title AI Architect Location - Dallas, Boston, NYC region, Tampa (Onsite) Hire Type- C2C/W2 Qualifications: Advanced degree in Computer Science, Artificial Intelligence, Machine Learning, or a related field.15+ years of experience in AI research, development, and deployment.Proven expertise in traditional machine learning algorithms (e.g., regression, classification, clustering) and deep learning techniques (e.g., convolutional neural networks, recurrent neural networks, transformers).Strong","Dallas, Texas",2025-05-16,"Contract, Third Party",Depends on Experience,Easy Apply,Applied,Today
MLOps/LLMOps Engineer,Oscar Technology,https://www.dice.com/job-detail/4927b6f5-1553-4225-b5f7-388577a49dd3,"Key Responsibilities: Design and implement LLM-specific deployment architectures with Docker containers for both batch and real-time inference Configure GPU infrastructure on-premises or in the cloud with appropriate CI/CD pipelines for model updates Build comprehensive monitoring and observability systems with appropriate logging, metrics, and alerts Implement load balancing and scaling solutions for LLM inference, including model sharding if necessary Create automated workflows for model retra",Remote,2025-05-16 00:00:00,Contract,,Easy Apply,Applied,Today
Machine Learning Engineer III (Speech-to-text),GCS,https://www.dice.com/job-detail/986aa624-9441-4a63-8cbf-7e5a653b1ec9,"Role Overview The Applied AI Group within this Global Entertainment Engineering organization is seeking a Machine Learning Engineer with expertise in Natural Language Processing (NLP) to join a team of researchers and engineers. This team powers a voice platform used by millions worldwide, enabling customers to interact with their TVs through voice commands for searching content, controlling smart home devices, and retrieving entertainment-related information. As part of the NLP team, you will d","Hybrid in Washington, District of Columbia",2025-05-16,Contract,$70 - $80,Easy Apply,Applied,10d ago
